Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Order Date,Year,Month,Day,DayOfWeek,Hour,Shipping Pressure Index,Order Complexity Score,Discount Risk Score,High Value Order Flag,Express Shipment Flag,International Shipment Flag,Geographical Distance,Regional Congestion Index,Route Congestion Index,Customer Reliability Score,Historical Shipping Efficiency Gap,Risk_Probability,Risk_Level,Risk_Priority_Index,Revenue_at_Risk,SLA_Risk_Index,Intervention_Score
DEBIT,2,2,408.0,1275.0,Shipping on time,0,64,Computers,Caguas,Puerto Rico,Gemma,18089,Silva,Consumer,PR,4429 Clear Panda Cove,725,10,Technology,18.22740173,-66.03705597,Pacific Asia,Surat,India,18089,225.0,0.15,1500.0,0.32,1,1500.0,1275.0,408.0,South Asia,Guyarat,COMPLETE,Dell Laptop,1500.0,Second Class,2025-12-20 05:03:35.420068912,2025,12,20,5,12,1.8181818181818181,0.4614285714285714,0.15,1,0,1,14156.66632041536,0.5609069585613761,0.5267123287671233,0.5472564747919194,2.040926640926641,0.8364358632568997,High,38.595540547425514,1254.6537948853495,50.186151795413984,75.43821621897021
CASH,4,4,6.55,74.38,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Ruth,12386,Mccarthy,Consumer,PR,7004 Hazy Lake Townline,725,5,Golf,18.25929451,-66.37052155,USCA,Dover,Estados Unidos,12386,5.6,0.07,39.99,0.09,2,79.98,74.38,6.55,East of USA,Nuevo Hampshire,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2025-11-24 16:56:24.181078896,2025,11,24,0,12,1.9047619047619047,0.7003798095238095,0.14,0,0,1,2555.374075987912,0.5572357477695449,0.5494128074451584,0.5472564747919194,0.050050556117290194,0.7072475642497644,High,49.53419143354282,56.565660188696164,14.144951284995289,23.2076161847389
DEBIT,5,2,81.63,170.07,Late delivery,1,17,Cleats,Michigan City,EE. UU.,Nicholas,12062,Smith,Consumer,IN,9539 Rocky Corner,46360,4,Apparel,41.68772507,-86.94359589,Europe,London,Reino Unido,12062,9.9,0.06,59.99,0.48,3,179.97,170.07,81.63,Northern Europe,Inglaterra,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class,2025-11-06 07:09:00.325064536,2025,11,6,3,12,0.6451612903225806,0.20963771428571426,0.18,0,0,1,6681.290225812516,0.5423328079261428,0.6111111111111112,0.5472564747919194,1.945658263305322,0.7757640775877815,High,16.262940805046803,139.61426104347305,46.54584465526689,14.882031984627105
DEBIT,3,4,35.65,74.27,Advance shipping,0,72,Pet Supplies,Philadelphia,EE. UU.,Bree,16385,Olsen,Corporate,PA,5953 Thunder Manor,19143,11,Pet Shop,39.94662857,-75.21822357,Pacific Asia,Gold Coast,Australia,16385,10.13,0.12,84.4,0.48,1,84.4,74.27,35.65,Oceania,Queensland,COMPLETE,Adult dog supplies,84.4,Standard Class,2025-12-13 07:40:47.157624168,2025,12,13,5,12,3.6363636363636362,0.14123390476190475,0.12,0,0,1,16752.94069447112,0.5377740705433747,0.6838709677419355,0.5472564747919194,0.004347826086956522,0.5172195136695443,Medium,7.304893153460313,43.653326953709545,10.344390273390886,5.541156878606698
PAYMENT,2,1,42.41,113.09,Late delivery,1,18,Men's Footwear,Encinitas,EE. UU.,Anthony,12142,Smith,Consumer,CA,7947 Sunny Pathway,92024,4,Apparel,33.04551697,-117.2644043,USCA,Houston,Estados Unidos,12142,16.9,0.13,129.99,0.38,1,129.99,113.09,42.41,US Center,Texas,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,2025-11-10 21:12:33.710987264,2025,11,10,0,12,0.9090909090909091,0.35425561904761904,0.13,0,1,1,1850.1621384037421,0.5531090364629205,0.5350696235172769,0.5472564747919194,1.0,0.9753718125875873,High,34.5530945269814,126.78858191826049,78.02974500700698,21.42855272588819
CASH,4,4,9.06,80.18,Shipping on time,0,72,Pet Supplies,Amarillo,EE. UU.,Hillary,16606,Booth,Corporate,TX,3499 Blue Subdivision,79109,11,Pet Shop,35.22186661,-101.8756027,Pacific Asia,Sagamihara,Japón,16606,4.22,0.05,84.4,0.11,1,84.4,80.18,9.06,Eastern Asia,Kanagawa,CLOSED,Adult dog supplies,84.4,Standard Class,2025-12-14 05:07:43.346591472,2025,12,14,6,12,3.6363636363636362,0.14280990476190475,0.05,0,0,1,11723.540585446855,0.5390693590869183,0.5789473684210527,0.5472564747919194,-0.03236894872529361,0.25318039467274167,Low,3.6156668050795697,21.368425310379397,5.063607893454833,2.7283722406545916
CASH,2,1,55.25,169.99,Late delivery,1,48,Water Sports,Hamtramck,EE. UU.,Richard,12048,Smith,Corporate,MI,8428 Noble Elk Loop,48212,7,Fan Shop,42.38851166,-83.0442276,USCA,Orem,Estados Unidos,12048,30.0,0.15,199.99,0.33,1,199.99,169.99,55.25,West of USA,Utah,CLOSED,Pelican Sunstream 100 Kayak,199.99,First Class,2025-11-05 13:00:03.549784504,2025,11,5,2,12,0.9090909090909091,0.16675923809523807,0.15,0,1,1,3192.213084310469,0.5406140691799456,0.5195911413969335,0.5472564747919194,1.0,0.9753718125875873,High,16.26522603266774,195.0646087993916,78.02974500700698,18.209966941030594
TRANSFER,5,4,-66.88,484.65,Late delivery,1,68,Garden,Carlsbad,EE. UU.,Simone,15567,Mullen,Corporate,CA,3358 Middle Ridge,92009,6,Outdoors,33.0895195,-117.2552032,Pacific Asia,Shanghái,China,15567,47.93,0.09,532.58,-0.14,1,532.58,484.65,-66.88,Eastern Asia,Shanghái,PENDING,Lawn mower,532.58,Standard Class,2025-12-10 00:17:22.440089072,2025,12,10,2,12,3.6363636363636362,0.2506685714285714,0.09,1,0,1,11256.776378974655,0.5390693590869183,0.5074424898511503,0.5472564747919194,-0.03236894872529361,0.2672674550521126,Low,6.699555114726298,142.34130121165413,5.345349101042252,11.220300118589767
DEBIT,2,2,2.29,175.99,Shipping on time,0,48,Water Sports,Brooklyn,EE. UU.,Mary,12094,Smith,Corporate,NY,2720 Stony Field,11218,7,Fan Shop,40.64059448,-73.97518921,Pacific Asia,Mataram,Indonesia,12094,24.0,0.12,199.99,0.01,1,199.99,175.99,2.29,Southeast Asia,Nusatenggara Occidental,ON_HOLD,Pelican Sunstream 100 Kayak,199.99,Second Class,2025-11-08 01:39:35.124918288,2025,11,8,5,12,1.8181818181818181,0.32202514285714284,0.12,0,0,1,14369.309572312119,0.5534976682211858,0.49743589743589745,0.5472564747919194,1.9551192145862553,0.568162824254735,Medium,18.296271464674877,113.62688322270445,34.0897694552841,14.136121579232217
TRANSFER,4,4,104.87,361.63,Shipping canceled,0,62,Cameras,Dubuque,EE. UU.,Ivana,13151,Hayden,Home Office,IA,3065 Foggy Horse Port,52001,10,Technology,42.50378037,-90.6690979,Europe,Malakoff,Francia,13151,90.41,0.2,452.04,0.29,1,452.04,361.63,104.87,Western Europe,Isla de Francia,CANCELED,Web Camera,452.04,Standard Class,2025-11-30 05:48:25.279251928,2025,11,30,6,12,3.6363636363636362,0.21786323809523808,0.2,0,0,1,6824.221843723272,0.5575533728387044,0.0,0.5472564747919194,-0.007148806218767351,0.03518864565042759,Low,0.766631228558807,15.906675379819289,0.7037729130085518,1.2610530142126801
TRANSFER,2,4,139.0,463.34,Advance shipping,0,68,Garden,Los Angeles,EE. UU.,Dora,15384,Sheppard,Home Office,CA,7312 Umber Prairie Wynd,90037,6,Outdoors,34.20339966,-118.6059036,Pacific Asia,Bangkok,Tailandia,15384,69.24,0.13,532.58,0.3,1,532.58,463.34,139.0,Southeast Asia,Bangkok,PENDING,Lawn mower,532.58,Standard Class,2025-12-09 06:31:43.242889904,2025,12,9,1,12,3.6363636363636362,0.24498590476190474,0.13,1,0,1,12916.909360414204,0.5534976682211858,0.4722222222222222,0.5472564747919194,-0.007599463567277604,0.30573638203281295,Medium,7.490110417094003,162.82908234303554,6.114727640656259,12.765789107419733
DEBIT,5,2,71.76,205.03,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,Quincy,20477,Hubbard,Consumer,PR,7136 Indian Bear Farm,725,4,Apparel,18.29852867,-66.03705597,Pacific Asia,Melbourne,Australia,20477,10.79,0.05,215.82,0.35,1,215.82,205.03,71.76,Oceania,Victoria,ON_HOLD,Summer dresses,215.82,Second Class,2025-12-29 20:49:29.534340064,2025,12,29,0,12,1.8181818181818181,0.1761032380952381,0.05,0,0,1,17720.054665199073,0.5377740705433747,0.54986312084474,0.5472564747919194,1.9285714285714286,0.7383855572782757,High,13.003208759946125,159.35837097179746,44.30313343669654,14.762785762286297
TRANSFER,3,4,140.99,299.98,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,Jennifer,12382,Smith,Consumer,PR,3413 Silver Lake Carrefour,725,7,Fan Shop,18.21268654,-66.37055969,Africa,Gulu,Uganda,12382,0.0,0.0,299.98,0.47,1,299.98,299.98,140.99,East Africa,Gulu,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2025-11-24 10:49:32.326305408,2025,11,24,0,12,3.6363636363636362,0.2014232380952381,0.0,0,0,1,11453.949216797115,0.5561735261401557,0.3103448275862069,0.5472564747919194,0.04351851851851852,0.216318766252216,Low,4.357162635928826,64.89130350033976,4.32637532504432,5.6363432643919165
DEBIT,2,1,7.75,29.81,Late delivery,1,75,Video Games,Bridgeton,EE. UU.,Maia,20190,Sykes,Consumer,NJ,3856 Heather Island Ridge,8302,9,Discs Shop,39.44585037,-75.22688294,Pacific Asia,Guangzhou,China,20190,9.94,0.25,39.75,0.26,1,39.75,29.81,7.75,Eastern Asia,Guangdong,COMPLETE,Fighting video games,39.75,First Class,2025-12-28 16:58:13.307038632,2025,12,28,6,12,0.9090909090909091,0.12937790476190475,0.25,0,1,1,11737.053127144009,0.5390693590869183,0.6538461538461539,0.5472564747919194,1.0,0.9753718125875873,High,12.619156147640329,38.771029550356594,78.02974500700698,7.373924232077528
TRANSFER,4,4,226.78,472.45,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Mary,12240,Levy,Consumer,PR,5382 Cinder Mountain,725,3,Footwear,18.23933983,-66.37062073,Pacific Asia,Auckland,Nueva Zelanda,12240,27.5,0.06,99.99,0.48,5,499.95,472.45,226.78,Oceania,Auckland,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2025-11-16 10:56:59.359842232,2025,11,16,6,12,0.7843137254901962,0.33312952380952376,0.3,1,0,1,17685.008775582824,0.5377740705433747,0.5893805309734513,0.5472564747919194,0.004347826086956522,0.3242109404734989,Medium,10.800423621377455,162.08925968972576,6.484218809469978,14.045525029934527
TRANSFER,3,4,10.98,124.79,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Gary,12143,Flores,Consumer,PR,8477 Fallen Promenade,725,4,Apparel,18.24736786,-66.37059784,LATAM,San Pedro Sula,Honduras,12143,5.2,0.04,129.99,0.09,1,129.99,124.79,10.98,Central America,Cortés,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-10 23:49:47.363033048,2025,11,10,0,12,3.6363636363636362,0.15470590476190477,0.04,0,0,1,2216.7647277536075,0.5460255656773435,0.5341074020319303,0.5472564747919194,0.00012172113687541841,0.3486185491197208,Medium,5.393334805834894,45.31692520007251,6.972370982394416,4.876349434338309
DEBIT,5,4,2.29,8.47,Late delivery,1,61,CDs,Caguas,Puerto Rico,Desiree,17857,Hammond,Corporate,PR,4411 Cotton Wynd,725,9,Discs Shop,18.28011322,-66.03704834,Pacific Asia,Rangún,Myanmar (Birmania),17857,2.82,0.25,11.29,0.27,1,11.29,8.47,2.29,Southeast Asia,Rangún,COMPLETE,CDs of rock,11.29,Standard Class,2025-12-19 06:32:35.891379248,2025,12,19,4,12,3.6363636363636362,0.12368723809523809,0.25,0,0,1,16840.54600726314,0.5534976682211858,0.6796116504854369,0.5472564747919194,-0.007599463567277604,0.45189744337035337,Medium,5.589394667277826,5.101922135651289,9.037948867407067,2.541873195050208
DEBIT,0,0,-43.49,59.99,Shipping on time,0,17,Cleats,Chicago,EE. UU.,Richard,12100,Bolton,Corporate,IL,4675 Sleepy Rise,60609,4,Apparel,41.8947525,-87.74337769,LATAM,Managua,Nicaragua,12100,0.0,0.0,59.99,-0.73,1,59.99,59.99,-43.49,Central America,Managua,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99,Same Day,2025-11-08 07:23:09.401610920,2025,11,8,5,12,0.0,0.13742590476190475,0.0,0,1,1,3328.4504361021936,0.5460255656773435,0.6422018348623854,0.5472564747919194,0.4873887240356083,0.4503558631568174,Medium,6.18905619591542,27.016848230777477,45.03558631568174,4.096633372212817
DEBIT,4,4,96.56,285.68,Shipping on time,0,63,Children's Clothing,San Francisco,EE. UU.,Eleanor,13701,Davis,Corporate,CA,6594 Sleepy Zephyr Line,94122,4,Apparel,37.7617569,-122.4713516,Europe,Treviso,Italia,13701,71.42,0.2,357.1,0.34,1,357.1,285.68,96.56,Southern Europe,Véneto,ON_HOLD,Children's heaters,357.1,Standard Class,2025-12-02 11:11:12.265369656,2025,12,2,1,12,3.6363636363636362,0.19760990476190476,0.2,0,0,1,10343.232518274912,0.5446658851113716,0.5724137931034483,0.5472564747919194,-0.04512600117210393,0.4619528798532188,Medium,9.128646459228221,164.96337339558445,9.239057597064376,13.549260987426354
PAYMENT,2,1,18.21,70.05,Late delivery,1,72,Pet Supplies,Reno,EE. UU.,Ila,16579,Blake,Consumer,NV,9144 Pleasant Pointe,89502,11,Pet Shop,39.56401444,-119.0788727,Pacific Asia,Hangzhou,China,16579,14.35,0.17,84.4,0.26,1,84.4,70.05,18.21,Eastern Asia,Zhejiang,PENDING_PAYMENT,Adult dog supplies,84.4,First Class,2025-12-14 02:30:29.694545696,2025,12,14,6,12,0.9090909090909091,0.14010857142857142,0.17,0,1,1,10570.974952524193,0.5390693590869183,1.0,0.5472564747919194,1.0,0.9753718125875873,High,13.665795127334315,82.32138098239237,78.02974500700698,10.405600909877268
TRANSFER,0,0,9.12,239.98,Shipping canceled,0,9,Cardio Equipment,Philadelphia,EE. UU.,Mary,12224,Smith,Home Office,PA,5803 Pleasant Abbey,19139,3,Footwear,39.96020126,-75.23725128,Europe,Barcelona,España,12224,59.99,0.2,99.99,0.04,3,299.97,239.98,9.12,Southern Europe,Cataluña,SUSPECTED_FRAUD,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day,2025-11-15 12:55:06.803753640,2025,11,15,5,12,0.0,0.22828038095238093,0.6000000000000001,0,1,1,7313.277215532414,0.5446658851113716,0.5512820512820513,0.5472564747919194,0.5922330097087378,0.44109517886043964,Medium,10.069337546651976,132.31532080276608,44.10951788604397,11.966654266826755
DEBIT,2,1,43.94,162.74,Late delivery,1,67,DVDs,Caguas,Puerto Rico,Rebecca,14943,Pennington,Consumer,PR,1258 Stony Wynd,725,9,Discs Shop,18.29736519,-66.03705597,Europe,Innsbruck,Austria,14943,1.64,0.01,164.38,0.27,1,164.38,162.74,43.94,Western Europe,Tirol,ON_HOLD,DVDs,164.38,First Class,2025-12-07 11:43:40.259475504,2025,12,7,6,12,0.9090909090909091,0.16482590476190476,0.01,0,1,1,6883.660434317137,0.5575533728387044,0.5852713178294574,0.5472564747919194,1.0,0.9753718125875873,High,16.076654148900808,160.3316185531476,78.02974500700698,16.050558772749177
PAYMENT,5,4,48.49,193.95,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Mary,12217,Odonnell,Consumer,PR,1548 Cozy Pine Way,725,5,Golf,18.28826904,-66.3706131,Pacific Asia,Wuxi,China,12217,6.0,0.03,39.99,0.25,5,199.95,193.95,48.49,Eastern Asia,Hunan,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2025-11-15 02:26:12.195570520,2025,11,15,5,12,0.7843137254901962,0.4118354285714285,0.15,0,0,1,14020.01004898753,0.5390693590869183,0.5389150943396226,0.5472564747919194,-0.03236894872529361,0.5263325361858944,Medium,21.676238561120474,105.24019061036958,10.526650723717887,14.984906861070364
DEBIT,3,4,39.21,112.03,Advance shipping,0,13,Electronics,Dearborn,EE. UU.,Mary,12397,Smith,Corporate,MI,4463 Cotton Quail Forest,48126,3,Footwear,42.29350281,-83.18397522,LATAM,Sonsonate,El Salvador,12397,22.94,0.17,44.99,0.35,3,134.97,112.03,39.21,Central America,Sonsonate,COMPLETE,Under Armour Men's Compression EV SL Slide,44.99,Standard Class,2025-11-25 02:09:36.660499224,2025,11,25,1,12,1.2903225806451613,0.19416038095238092,0.51,0,0,1,3379.5027517601147,0.5460255656773435,0.509090909090909,0.5472564747919194,0.00012172113687541841,0.40661411317192603,Medium,7.894835111407568,54.880706854814854,8.13228226343852,6.450776455851919
CASH,5,4,13.36,38.16,Late delivery,1,75,Video Games,Caguas,Puerto Rico,Candice,20077,Pierce,Consumer,PR,8297 Golden Green,725,9,Discs Shop,18.25324059,-66.0370636,Pacific Asia,Canberra,Australia,20077,1.59,0.04,39.75,0.35,1,39.75,38.16,13.36,Oceania,Territorio de la Capital Australiana,CLOSED,Fighting video games,39.75,Standard Class,2025-12-28 06:00:11.726254440,2025,12,28,6,12,3.6363636363636362,0.1316045714285714,0.04,0,0,1,17718.111308364958,0.5377740705433747,0.54986312084474,0.5472564747919194,0.004347826086956522,0.31806773146609046,Medium,4.185916748485277,12.643192325777097,6.361354629321809,2.4329582389407367
DEBIT,2,4,22.05,293.95,Advance shipping,0,17,Cleats,Zanesville,EE. UU.,Mary,12180,Allen,Consumer,OH,4742 Gentle Beach,43701,4,Apparel,40.01314545,-81.91252136,Pacific Asia,Canberra,Australia,12180,6.0,0.02,59.99,0.08,5,299.95,293.95,22.05,Oceania,Territorio de la Capital Australiana,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2025-11-12 20:51:46.420412368,2025,11,12,2,12,0.7843137254901962,0.2855295238095238,0.1,0,0,1,16208.234467617938,0.5377740705433747,0.6021505376344086,0.5472564747919194,0.004347826086956522,0.3497438504344156,Medium,9.9862195069848,104.90566793780295,6.994877008688311,10.288827879062097
CASH,4,4,-115.21,76.8,Shipping on time,0,72,Pet Supplies,Caguas,Puerto Rico,Darryl,16531,Lara,Corporate,PR,7510 Bright Rise Via,725,11,Pet Shop,18.28105927,-66.03705597,Pacific Asia,Singapur,Singapur,16531,7.6,0.09,84.4,-1.5,1,84.4,76.8,-115.21,Southeast Asia,Singapur,CLOSED,Adult dog supplies,84.4,Standard Class,2025-12-13 21:50:58.757575416,2025,12,13,5,12,3.6363636363636362,0.1419085714285714,0.09,0,0,1,16840.441998226695,0.5534976682211858,0.5177304964539007,0.5472564747919194,-0.007599463567277604,0.2753955619424607,Low,3.9080990773023245,23.243385427943682,5.507911238849213,2.957842756597551
DEBIT,3,2,8.93,357.1,Late delivery,1,63,Children's Clothing,Houston,EE. UU.,Courtney,17925,Cummings,Consumer,TX,9615 Misty Grove,77093,4,Apparel,29.83435631,-95.33792877,Pacific Asia,Nanchang,China,17925,0.0,0.0,357.1,0.03,1,357.1,357.1,8.93,Eastern Asia,Jiangxi,ON_HOLD,Children's heaters,357.1,Second Class,2025-12-19 13:08:34.718753808,2025,12,19,4,12,1.8181818181818181,0.2166552380952381,0.0,0,0,1,12497.39728171821,0.5390693590869183,0.6711111111111111,0.5472564747919194,2.140667267808837,0.8070931001962113,High,17.486094778803402,288.21294608006707,48.42558601177267,24.287214676325384
DEBIT,5,4,4.36,69.21,Late delivery,1,72,Pet Supplies,Oceanside,EE. UU.,Summer,19092,Hines,Consumer,CA,4609 High Townline,92057,11,Pet Shop,33.21295548,-117.2749176,Pacific Asia,Vadodara,India,19092,15.19,0.18,84.4,0.06,1,84.4,69.21,4.36,South Asia,Guyarat,COMPLETE,Adult dog supplies,84.4,Standard Class,2025-12-24 06:24:18.123843600,2025,12,24,2,12,3.6363636363636362,0.1398845714285714,0.18,0,0,1,13907.081805924565,0.5609069585613761,0.5557299843014128,0.5472564747919194,-0.018167245524979964,0.7028679254882024,High,9.832037852780626,59.32205291120429,14.057358509764049,7.492138315784508
PAYMENT,2,4,23.02,48.98,Advance shipping,0,46,Indoor/Outdoor Games,Ontario,EE. UU.,Mary,12271,Small,Consumer,CA,6599 Grand Island Hill,91761,7,Fan Shop,35.19386292,-120.7006836,USCA,El Paso,Estados Unidos,12271,1.0,0.02,49.98,0.47,1,49.98,48.98,23.02,US Center,Texas,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,2025-11-18 02:38:41.718609776,2025,11,18,1,12,3.6363636363636362,0.13448990476190475,0.02,0,0,1,2051.6259059675494,0.5531090364629205,0.5350696235172769,0.5472564747919194,0.025460122699386502,0.2642179610341217,Low,3.5534648415863694,13.205613692485402,5.284359220682434,2.213722758183672
DEBIT,5,2,89.77,213.73,Late delivery,1,71,Music,Hollywood,EE. UU.,Shannon,16137,Sykes,Consumer,FL,5406 Round Bear Parkway,33021,9,Discs Shop,26.01161957,-80.17346954,Pacific Asia,Melbourne,Australia,16137,46.92,0.18,260.65,0.42,1,260.65,213.73,89.77,Oceania,Victoria,COMPLETE,Rock music,260.65,Second Class,2025-12-12 07:36:37.316611080,2025,12,12,4,12,1.8181818181818181,0.17842323809523808,0.18,0,0,1,16494.019476725018,0.5377740705433747,0.514792899408284,0.5472564747919194,1.9285714285714286,0.7366917246765954,High,13.144292299476376,192.01869803695456,44.20150348059572,16.778838802007822
DEBIT,6,4,24.29,214.95,Late delivery,1,65,Consumer Electronics,Elk Grove,EE. UU.,Astra,14618,Hurley,Corporate,CA,2476 Wishing Branch Ledge,95758,10,Technology,38.40867996,-121.4790573,Europe,London,Reino Unido,14618,37.93,0.15,252.88,0.11,1,252.88,214.95,24.29,Northern Europe,Inglaterra,COMPLETE,Industrial consumer electronics,252.88,Standard Class,2025-12-06 04:11:07.040405936,2025,12,6,5,12,3.6363636363636362,0.17874857142857142,0.15,0,0,1,8371.846495862765,0.5423328079261428,0.5068618481244281,0.5472564747919194,-0.012140455734030631,0.34689813670523795,Medium,6.200754636729456,87.72360081002057,6.937962734104759,7.7437179032930175
DEBIT,5,4,31.98,106.59,Late delivery,1,18,Men's Footwear,Hamtramck,EE. UU.,Richard,12048,Smith,Corporate,MI,8428 Noble Elk Loop,48212,4,Apparel,42.38851166,-83.0442276,Europe,Coslada,España,12048,23.4,0.18,129.99,0.3,1,129.99,106.59,31.98,Southern Europe,Madrid,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-05 12:48:24.760744080,2025,11,5,2,12,3.6363636363636362,0.14985257142857142,0.18,0,0,1,7701.125226636618,0.5446658851113716,0.5540540540540541,0.5472564747919194,-0.04512600117210393,0.12643239166286746,Low,1.8946219002544964,16.434946592256143,2.528647833257349,1.743945555637167
PAYMENT,5,4,-31.88,141.69,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Richard,11984,Smith,Corporate,PR,2275 Indian Embers Range,725,7,Fan Shop,18.21537018,-66.37055206,Europe,Bilbao,España,11984,8.25,0.06,49.98,-0.23,3,149.94,141.69,-31.88,Southern Europe,País Vasco,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,2025-11-01 16:24:41.177500304,2025,11,1,5,12,1.2903225806451613,0.3540022857142857,0.18,0,0,1,7998.718383717237,0.5446658851113716,0.5742725880551302,0.5472564747919194,-0.04512600117210393,0.4250219479546825,Medium,15.045874105469577,63.727790876325095,8.50043895909365,9.842017094767337
